'id_car_generation','id_car_model','name','year_begin','year_end','date_create','date_update','id_car_type'
'6386','2355','G','1999','2001','1422318449','1461881768','1'
'6387','2357','1 generation [restyling]','2013','2015','1422318450','1461881768','1'
'6388','2357','1 generation','2009','2014','1422318450','1461881769','1'
'6391','2356','D','2007','2010','1422318451','1461881770','1'
'6392','2358','B [restyling]','2005','2010','1422318452','1461881771','1'
'6393','2360','B','2005','2010','1422318453','1461881771','1'
'6394','2360','A [restyling]','2002','2005','1422318453','1461881771','1'
'6395','2360','A','2001','2002','1422318454','1461881772','1'
'6396','2359','C [restyling]','2005','2008','1422318455','1461881772','1'
'6397','2362','991','2013','2017','1422318456','1461881773','1'
'6398','2362','997 [restyling]','2009','2013','1422318456','1461881773','1'
'6399','2362','997','2006','2009','1422318456','1461881773','1'
'6400','2362','996 [restyling]','2003','2006','1422318456','1461881773','1'
'6401','2362','996','1999','2001','1422318456','1461881773','1'
'6402','2361','997 [restyling]','2010','2012','1422318457','1461881774','1'
'6403','2361','997','2007','2009','1422318457','1461881774','1'
'6404','2361','996','2001','2006','1422318457','1461881774','1'
'6405','2361','993','1995','1998','1422318457','1461881775','1'
'6406','2363','4 generation','2014','2016','1422318462','1461881778','1'
'6407','2363','3 generation [restyling]','2009','2012','1422318462','1461881778','1'
'6408','2363','3 generation','2006','2009','1422318462','1461881778','1'
'6410','2363','2 generation [restyling]','2001','2005','1422318462','1461881778','1'
'6411','2363','2 generation','1999','2001','1422318462','1461881778','1'
'6412','2316','F10','2011','2013','1422318465','1568055213','1'
'6413','2316','E60/E61','2004','2010','1422318466','1568055213','1'
'6414','2316','E39','1998','2003','1422318466','1568055213','1'
'6415','2316','E34','1988','1995','1422318466','1568055213','1'
'6416','2316','E28','1984','1988','1422318466','1568055213','1'
'6417','2317','F06/F12/F13','2012','2015','1422318467','1568055213','1'
'6418','2317','E63/E64','2004','2010','1422318467','1568055213','1'
'6419','2317','E24','1983','1989','1422318467','1568055213','1'
'6420','2318','F85','2014','2018','1422318468','1568055214','1'
'6421','2318','E70','2009','2013','1422318468','1568055214','1'
'6423','2321','E85/E86','2006','2008','1422318472','1568055214','1'
'6424','2347','W463 [restyling]','2012','2015','1422318493','1461881783','1'
'6426','2347','W463','1999','2006','1422318493','1461881784','1'
'6427','2349','W166','2011',NULL,'1422318495','1461881784','1'
'6428','2349','W164 [restyling]','2008','2011','1422318495','1461881784','1'
'6429','2349','W164','2006','2008','1422318495','1461881785','1'
'6430','2349','W163 [restyling]','2000','2005','1422318495','1461881785','1'
'6431','2349','W163','2000','2001','1422318495','1461881785','1'
'6432','2330','8 generation [restyling]','2008','2010','1422318497','1461881787','1'
'6433','2330','8 generation','2006','2008','1422318498','1461881787','1'
'6434','2330','7 generation [restyling]','2003','2005','1422318498','1461881788','1'
'6435','2330','7 generation','2001','2003','1422318498','1461881788','1'
'6436','2330','6 generation','1996','2000','1422318498','1461881788','1'
'6437','2352','W222','2013',NULL,'1422318500','1461881789','1'
'6438','2352','W221 [restyling]','2009','2013','1422318500','1461881790','1'
'6439','2352','W221','2005','2009','1422318500','1461881790','1'
'6440','2352','W220 [restyling]','2002','2005','1422318500','1461881790','1'
'6441','2352','W220','1998','2002','1422318500','1461881791','1'
'6442','2368','3 generation','2014','2016','1422318505','1462130645','1'
'6443','2368','2 generation [restyling]','2009','2014','1422318505','1461881792','1'
'6444','2368','2 generation','2007','2009','1422318505','1461881793','1'
'6445','2368','1 generation','1999','2006','1422318505','1461881793','1'
'6446','2367','4 generation [restyling]','2012','2015','1422318506','1461881822','1'
'6447','2367','4 generation','2009','2012','1422318506','1461881822','1'
'6448','2367','3 generation','2003','2008','1422318507','1461881823','1'
'6449','2367','2 generation [restyling]','1999','2002','1422318507','1461881823','1'
'6450','2367','2 generation','1993','1999','1422318507','1461881823','1'
'6451','2370','A7','2014',NULL,'1422318508','1461881824','1'
'6452','2370','A5 [restyling]','2008','2013','1422318508','1461881824','1'
'6453','2370','A5','2004','2008','1422318508','1461881824','1'
'6454','2370','A4','2001','2005','1422318508','1461881825','1'
'6455','2369','2 generation','2010','2014','1422318517','1461881825','1'
'6456','2369','1 generation [restyling]','2005','2007','1422318517','1461881825','1'
'6457','2369','1 generation','2003','2005','1422318517','1461881826','1'
'6458','2389','1 generation','2011','2021','1422318518','1461888908','1'
'6459','2315','F82/F83','2013','2017','1422318519','1568055212','1'
'6460','2324','6 generation','2013','2018','1422318522','1461881826','1'
'6461','2324','5 generation [restyling]','2005','2008','1422318522','1461881826','1'
'6462','2324','5 generation','2004','2005','1422318522','1461881826','1'
'6463','2322','Cadillac CTS-V','2009','2013','1422318524','1461506415','1'
'6465','2365','3 generation [restyling]','2013','2016','1422318527','1461881829','1'
'6466','2365','3 generation','2009','2013','1422318527','1461881829','1'
'6467','2365','2 generation [restyling]','2006','2009','1422318527','1461881829','1'
'6468','2365','2 generation','2004','2006','1422318527','1461881830','1'
'6469','2366','1 generation','2003','2005','1422318529','1461888914','1'
'6470','2378','7 generation','2013','2017','1422318531','1461881830','1'
'6471','2378','6 generation','2009','2012','1422318531','1461881831','1'
'6473','2377','7 generation','2013','2017','1422318532','1461881832','1'
'6474','2377','6 generation','2009','2012','1422318532','1461881832','1'
'6475','2377','5 generation','2004','2009','1422318532','1461881832','1'
'6476','2377','4 generation','1998','2003','1422318532','1461881833','1'
'6477','2377','3 generation','1992','1997','1422318533','1461881833','1'
'6478','2377','2 generation','1984','1992','1422318533','1461881833','1'
'6479','2377','1 generation','1976','1983','1422318533','1461881834','1'
'6480','1160','1 generation [restyling]','2000','2003','1422410459','1568054780','1'
'6481','1160','1 generation','1997','2000','1422410459','1568054780','1'
'6482','20344','C117 [restyling]','2016','2020','1422410735','1639990527','1'
'6484','1315','1 generation [restyling]','2002','2005','1422411556','1568054838','1'
'6485','1315','1 generation','1998','2002','1422411557','1568054838','1'
'6486','2342','C117 [restyling]','2016',NULL,'1422417648','1461888625','1'
'6487','2328','3 generation [restyling]','2014','2018','1422417958','1461881724','1'
'6488','594','2 generation','2009','2020','1422462812','1639988871','1'
'6489','594','1 generation [restyling]','2000','2004','1422462812','1461885426','1'
'6490','594','1 generation','1996','2004','1422462812','1568054584','1'
'6491','230','Cadillac STS II','2007','2011','1422490300','1461506404','1'
'6492','230','1 generation','2004','2007','1422490301','1568054462','1'
'6493','422','2 generation','2005','2007','1422490594','1461885077','1'
'6494','422','4 generation','1999','2005','1422490594','1568054530','1'
'6495','450','2 generation [restyling]','2009','2021','1422490633','1461885135','1'
'6496','1352','Z33','2001','2009','1422492062','1568054840','1'
'6500','100','8VA','2015','2016','1422631993','1579481049','1'
'6501','100','8PA','2011','2012','1422631993','1568054421','1'
'6502','964','1 generation [restyling]','2014','2016','1424238269','1568054719','1'
'6503','964','1 generation','2010','2014','1424238269','1568054719','1'
'6504','1452','C','2000','2006','1424238974','1461887129','1'
'6505','1452','B','1994','2000','1424238975','1461887130','1'
'6506','1794','3 generation','2015','2018','1424239464','1568055003','1'
'6507','2391','3 generation','2007','2014','1424240378','1461881835','1'
'6510','2391','2 generation','2001','2003','1424240378','1461881836','1'
'6511','2170','3 generation [restyling]','2011','2015','1425014792','1568055183','1'
'6512','2234','T5','2003','2009','1425014966','1568055202','1'
'6513','2234','T4','1991','2003','1425014966','1568055202','1'
'6515','5813','ZVW40','2011',NULL,'1425015109','1461881838','1'
'6520','5','2 generation','2000','2003','1425407937','1568054401','1'
'6521','5','1 generation','1996','2000','1425407937','1568054401','1'
'6524','634','4 generation [restyling]','1999','2002','1426629951','1579482316','1'
'6525','1380','R35 [restyling]','2010','2011','1426631001','1568054853','1'
'6526','1380','R35 [2th restyling]','2011','2016','1426631001','1568054853','1'
'6527','1380','R35','2007','2010','1426631001','1568054853','1'
'6528','1470','1 generation [2th restyling]','2012','2015','1426631135','1568054886','1'
'6529','1470','1 generation [restyling]','2008','2012','1426631135','1568054886','1'
'6530','1470','1 generation','2005','2008','1426631135','1568054886','1'
'6531','20370','W447','2014','2021','1426632460','1616324527','1'
'6532','20370','W638, W639','1996','2003','1426632460','1461881889','1'
'6533','956','3 generation [restyling]','2015','2017','1426976369','1568054715','1'
'6534','18882','IV (X351) [restyling]','2015',NULL,'1426978506','1461889089','1'
'6535','18882','III (X358)','2007','2010','1426978506','1461889089','1'
'6536','18882','III (X350)','2003','2007','1426978506','1461889089','1'
'6537','18882','II (X308)','1997','2003','1426978506','1461889089','1'
'6538','18882','II (X300)','1994','1997','1426978506','1461889089','1'
'6541','230','1 generation [restyling]','2008','2011','1429393584','1568054462','1'
'6542','288','4 generation [2th restyling]','1967',NULL,'1429393713','1568054484','1'
'6543','490','5 generation','2007','2011','1429394015','1568054537','1'
'6544','652','4 generation [restyling]','2010','2015','1429394203','1568054600','1'
'6545','652','3 generation [restyling]','2003','2007','1429394204','1568054601','1'
'6546','1174','1 generation [restyling]','2008','2011','1429395356','1568054783','1'
'6547','1174','1 generation','2003','2008','1429395356','1568054783','1'
'6548','1256','R55 [restyling]','2010','2014','1429395564','1461886750','1'
'6549','1256','1 generation [restyling]','2010','2014','1429395564','1568054788','1'
'6552','1300','3 generation [2th restyling]','2015','2020','1429395680','1629665583','1'
'6553','1395','Z51 [restyling]','2010','2015','1429395905','1568054859','1'
'6554','1404','Y62 [restyling]','2013','2021','1429395918','1616325359','1'
'6555','1404','Y61 [restyling]','2004','2021','1429395918','1639991411','1'
'6556','1692','1 generation [restyling]','2000','2007','1429396551','1568054960','1'
'6557','1906','3 generation','2009','2020','1429397004','1639993512','1'
'6558','1906','2 generation [restyling]','2005','2009','1429397004','1568055043','1'
'6559','2121','P11 [restyling]','1999','2002','1429397438','1568055136','1'
'6560','2138','J32 [restyling]','2011','2014','1429397460','1461888446','1'
'6561','2138','J31 [restyling]','2006','2008','1429397460','1461888446','1'
'6562','2149','5 generation','1996','2007','1429397534','1568055150','1'
'6563','2371','3 generation [restyling]','2011','2014','1429397681','1461881654','1'
'6564','2270','1 generation','2008','2014','1429397685','1578474995','1'
'6566','2251','1 generation','1988','2006','1429397888','1461888741','1'
'6567','2322','3 generation','2015','2019','1429398041','1461881828','1'
'6568','2322','2 generation','2008','2014','1429398041','1461881828','1'
'6569','2322','1 generation','2004','2007','1429398042','1461881828','1'
'6570','2391','1 generation','1992','2000','1429398052','1461881836','1'
'6572','18961','Holden Statesman II','1999','2006','1429398067','1461507484','1'
'6573','18961','Holden Statesman I','1990','1998','1429398067','1461507484','1'
'6574','18967','10 generation','2008','2011','1429398125','1461881894','1'
'6593','30','1 generation','2013','2020','1432141556','1639987416','1'
'6594','95','4M','2015','2020','1432141684','1629662497','1'
'6597','190','2 generation [restyling]','2014','2015','1432141905','1461877148','1'
'6598','200','9 generation','1996','2000','1432141918','1461884650','1'
'6599','200','6 generation','1980','1985','1432141918','1461884650','1'
'6600','267','3 generation [restyling]','1985','1990','1432142109','1568054469','1'
'6601','288','10 generation','2013','2020','1432142143','1639988240','1'
'6602','491','2 generation [restyling]','1981','1984','1432142625','1568054537','1'
'6603','491','3 generation [2th restyling]','2015','2021','1432142625','1616321875','1'
'6604','496','3 generation [restyling]','2013','2020','1432142633','1639988721','1'
'6605','496','2 generation [restyling]','2007','2009','1432142633','1461885244','1'
'6606','585','2 generation','2005','2011','1432142846','1568054583','1'
'6607','615','2 generation [restyling]','2015','2019','1432142891','1461879069','1'
'6608','623','2 generation','2015','2018','1432142946','1629663733','1'
'6609','623','1 generation [restyling]','2011','2015','1432142946','1568054588','1'
'6610','623','1 generation','2006','2010','1432142946','1568054588','1'
'6611','630','5 generation [restyling]','2015','2020','1432142957','1639988948','1'
'6612','631','13 generation','2015','2018','1432142958','1575201672','1'
'6613','659','2 generation','2015','2020','1432143002','1639989113','1'
'6614','763','4 generation [restyling]','2014','2019','1432143235','1568054652','1'
'6615','770','1 generation [2th restyling]','2008','2010','1432143247','1568054654','1'
'6616','777','2 generation','2015','2018','1432143259','1568054655','1'
'6617','777','1 generation','1998','2001','1432143259','1568054656','1'
'6618','824','J2 [restyling]','1998','2000','1432143376','1579482879','1'
'6619','833','PB [restyling]','2012','2014','1432143425','1579482922','1'
'6620','834','GD [restyling]','2015','2017','1432143426','1568054674','1'
'6622','872','1 generation [restyling]','2015','2017','1432143490','1461885970','1'
'6623','872','1 generation','2014','2015','1432143490','1461885970','1'
'6624','918','X260','2015','2020','1432143597','1639989824','1'
'6625','949','4 generation','2015','2020','1432143689','1639989977','1'
'6626','950','2 generation [restyling]','2015','2017','1432143692','1568054713','1'
'6627','957','1 generation [restyling]','2001','2005','1432143702','1568054716','1'
'6628','957','2 generation [restyling]','2010','2014','1432143702','1568054716','1'
'6629','957','2 generation','2006','2010','1432143702','1568054716','1'
'6630','957','1 generation','1999','2001','1432143703','1568054716','1'
'6631','1009','L538','2011','2015','1432143821','1568054725','1'
'6632','1145','1 generation [restyling]','2015','2020','1432144154','1629665095','1'
'6633','1145','1 generation','2011','2015','1432144154','1568054777','1'
'6634','1163','NC [restyling]','2008','2012','1432144188','1568054781','1'
'6635','1290','4 generation [restyling]','2011','2014','1432144465','1568054828','1'
'6636','1290','1 generation [restyling]','1981','1986','1432144466','1568054828','1'
'6637','1290','5 generation [restyling]','2019','2021','1432144466','1616324771','1'
'6638','1356','N16 [restyling]','2003','2006','1432144638','1568054841','1'
'6639','1391','U11',NULL,NULL,'1432144695','1577474112','1'
'6640','1501','2 generation [2th restyling]','2015','2021','1432144987','1616326047','1'
'6641','1667','2 generation [restyling]','2015','2021','1432145358','1461887536','1'
'6643','1689','3 generation','2015','2020','1432145392','1639992543','1'
'6644','1716','4 generation [restyling]','2016','2018','1432145417','1576965944','1'
'6645','1800','3 generation [2th restyling]','2015','2020','1432145627','1639992870','1'
'6646','1839','H200 [restyling]','2010','2021','1432145731','1639993121','1'
'6647','1925','2 generation [restyling]','2015','2021','1432145882','1461888032','1'
'6648','1967','I (FL) [restyling]','2012',NULL,'1432145981','1461888126','1'
'6649','2108','2 generation','2015','2019','1432146331','1461888376','1'
'6650','2108','1 generation','2011','2015','1432146331','1568055134','1'
'6651','2127','1 generation [restyling]','2010','2013','1432146366','1568055139','1'
'6652','2141','C13','2015','2016','1432146422','1568055147','1'
'6653','2219','1 generation [restyling]','2015','2016','1432146592','1568055197','1'
'6654','2219','1 generation','2015','2016','1432146592','1568055198','1'
'6655','2303','F01 [restyling]','2013',NULL,'1432146904','1461888857','1'
'6656','19085','1 generation [restyling]','2016','2020','1432146966','1639988754','1'
'6657','2123','1 generation [restyling]','2010','2014','1432147031','1568055138','1'
'6658','2123','1 generation','2007','2010','1432147031','1568055139','1'
'6659','19072','YF15 [restyling]','2014',NULL,'1432147034','1461881884','1'
'6661','19070','1 generation','2015','2021','1432147036','1540420600','1'
'6662','19068','5 generation','1997','1999','1432147041','1461889083','1'
'6663','19068','3 generation','1991','1995','1432147041','1461889084','1'
'6664','19068','2 generation','1987','1991','1432147041','1461889084','1'
'6665','19066','Ford Explorer Sport Trac II','2006','2010','1432147043','1461507560','1'
'6667','19064','1 generation','2015','2019','1432147046','1461881886','1'
'6668','19063','1 generation','2011','2017','1432147047','1461889085','1'
'6670','152','F48','2015','2020','1433616547','1629662719','1'
'6671','777','1 generation [restyling]','2001','2006','1433617993','1568054656','1'
'6672','794','3 generation','2015','2020','1433618021','1629664297','1'
'6673','1258','R60','2010','2017','1433619110','1576962176','1'
'6674','1259','1 generation','2011','2015','1433619111','1568054820','1'
'6675','1261','R61','2012','2017','1433619114','1568054820','1'
'6676','1262','1 generation','2011','2015','1433619115','1577474046','1'
'6677','1451','B [restyling]','1999','2002','1433619576','1568054884','1'
'6678','1609','1 generation [restyling]','2005','2009','1433619938','1568054926','1'
'6679','1775','1 generation','2015','2015','1433620319','1461887769','1'
'6681','1842','8 generation','2015','2020','1433620508','1639993137','1'
'6682','1902','4 generation','2015','2020','1433620574','1639993486','1'
'6683','1915','T3','1984','1992','1433620642','1568055050','1'
'6684','1958','1 generation [restyling]','2007','2012','1433620750','1461888084','1'
'6685','1958','1 generation','2003','2011','1433620750','1568055061','1'
'6687','1959','1 generation [restyling]','2013','2020','1433620752','1639993834','1'
'6688','2230','1 generation [2th restyling]','1997','2002','1433621485','1568055201','1'
'6689','2330','9 generation','2015','2016','1433621701','1461881787','1'
'6690','19137','1 generation','2012','2017','1433621763','1568055242','1'
'6692','196','5 generation [restyling]','2015','2017','1434655916','1461884646','1'
'6693','295','1 generation [restyling]','1979',NULL,'1434656154','1568054489','1'
'6694','309','M200','2005','2010','1434656177','1577311246','1'
'6695','348','2 generation','2008','2012','1434656276','1568054501','1'
'6696','835','VF [restyling]','2015','2020','1434657441','1639989675','1'
'6697','1491','1 generation [restyling]','2013','2016','1434658997','1568054894','1'
'6698','1491','1 generation','2009','2013','1434658997','1568054894','1'
'6699','1589','1 generation [restyling]','2015','2021','1434659230','1616326340','1'
'6700','1589','1 generation','2010','2015','1434659231','1568054914','1'
'6705','2169','1 generation [restyling]','2015','2021','1434660564','1461881621','1'
'6706','2169','1 generation','2012','2015','1434660564','1568055183','1'
'6707','2216','2 generation [restyling]','2012','2020','1434660678','1639993425','1'
'6708','2216','2 generation','2009','2012','1434660678','1568055196','1'
'6709','2216','1 generation [restyling]','2005','2009','1434660678','1568055196','1'
'6710','84','B9','2015','2020','1436207334','1639987548','1'
'6711','282','HR','2001','2008','1436207804','1568054481','1'
'6712','362','1 generation','2002','2008','1436208002','1568054505','1'
'6713','574','2 generation [restyling]','2015','2021','1436208492','1616322070','1'
'6714','642','3 generation','2015','2020','1436208649','1461885512','1'
'6715','695','1 generation [restyling]','2013','2016','1436208774','1461885614','1'
'6716','695','2 generation','2016','2021','1436208774','1461885613','1'
'6717','705','1 generation [restyling]','2015','2017','1436208796','1461885624','1'
'6718','705','1 generation','2009','2015','1436208796','1461885624','1'
'6719','855','3 generation','2015','2020','1436209147','1629664488','1'
'6720','1029','4 generation','2015','2020','1436209572','1629664882','1'
'6721','20342','W176 [restyling]','2015','2018','1436209947','1574289287','1'
'6723','1256','2 generation','2015','2020','1436210090','1639990833','1'
'6724','1427','F [restyling]','1994','2002','1436210489','1568054868','1'
'6725','1476','1 generation [restyling]','2015','2019','1436210606','1461887176','1'
'6726','1476','1 generation','2012','2016','1436210606','1568054888','1'
'6727','2339','W176 [restyling]','2015',NULL,'1436212382','1461881668','1'
'6728','2327','3 generation','2016','2018','1436212466','1461881719','1'
'6730','19719','X253/C253','2015','2020','1436212856','1629665297','1'
'6731','19204','1 generation','2015','2018','1436212858','1461881900','1'
'6732','284','2 generation [restyling]','2015','2017','1437589780','1461884824','1'
'6733','1036','1 generation [restyling]','2015','2017','1437591623','1568054731','1'
'6734','1036','1 generation','2012','2016','1437591623','1568054731','1'
'6735','1127','GJ [restyling]','2015','2020','1437591848','1639990333','1'
'6736','12','2 generation','2015','2021','1437856443','1461884292','1'
'6737','4','Mk III','1965','1967','1439904548','1461884285','1'
'6738','12','1 generation [restyling]','2002','2005','1439904559','1568054402','1'
'6740','185','3 generation','1973','1977','1439904882','1461884601','1'
'6742','198','2 generation','1966','1970','1439904919','1461877152','1'
'6743','199','8 generation','1991','1996','1439904922','1568054437','1'
'6744','199','5 generation','1949','1953','1439904922','1461884649','1'
'6745','199','4 generation','1942','1948','1439904922','1461884649','1'
'6750','223','8 generation','1979','1985','1439904969','1461884706','1'
'6751','223','11 generation','1991','2002','1439904970','1568054461','1'
'6752','223','6 generation','1967','1970','1439904970','1461884707','1'
'6753','223','5 generation','1965','1966','1439904970','1461884707','1'
'6754','223','4 generation','1960','1964','1439904970','1461884707','1'
'6755','223','3 generation','1957','1959','1439904970','1461884707','1'
'6756','223','1 generation','1953','1953','1439904970','1461884708','1'
'6757','223','2 generation','1954','1956','1439904971','1461884707','1'
'6758','225','75 Series','1956','1976','1439904974','1461877156','1'
'6759','267','2 generation','1970','1974','1439905050','1568054469','1'
'6760','267','1 generation','1967','1967','1439905051','1639988053','1'
'6761','280','C4','1984','1986','1439905075','1568054478','1'
'6762','280','C3','1968','1969','1439905075','1568054479','1'
'6763','280','C2','1963','1963','1439905075','1639988209','1'
'6764','530','1 generation [restyling]','2012','2015','1439905570','1568054543','1'
'6765','530','1 generation [2th restyling]','2013','2020','1439905570','1639988767','1'
'6766','663','P5','1964','1967','1439905827','1461885562','1'
'6767','667','9 generation [restyling]','1987','1988','1439905834','1568054606','1'
'6768','667','3 generation','1961','1963','1439905834','1462121478','1'
'6769','696','2 generation','2014','2021','1439905891','1461879123','1'
'6770','696','1 generation','2003','2006','1439905891','1568054608','1'
'6771','782','3 generation','2015','2017','1439906062','1461885791','1'
'6772','1020','6 generation [restyling]','2015','2018','1439906594','1568054727','1'
'6774','1027','3 generation [2th restyling]','2015','2021','1439906607','1616323732','1'
'6775','1038','6 generation','1980','1983','1439906622','1461886282','1'
'6776','1046','2 generation','2015','2018','1439906644','1461886287','1'
'6777','1141','2 generation [restyling]','2015','2020','1439906958','1461879308','1'
'6778','1141','2 generation','2011','2015','1439906958','1568054775','1'
'6779','1141','1 generation','2006','2008','1439906958','1568054776','1'
'6780','20364','W108','1965','1972','1439907202','1461879392','1'
'6781','1306','3 generation','2016','2021','1439907395','1616324923','1'
'6782','1422','A','1964','1968','1439907618','1639991614','1'
'6783','1422','1 generation',NULL,NULL,'1439907618','1568054864','1'
'6784','1436','2 generation','2006','2009','1439907641','1568054871','1'
'6785','1436','1 generation','1968','1973','1439907641','1639991696','1'
'6786','1438','B','1965','1973','1439907645','1568054875','1'
'6788','1438','A','1962','1965','1439907646','1568054875','1'
'6789','1524','3 generation','2004','2005','1439907813','1568054901','1'
'6790','1524','1 generation','1964','1967','1439907813','1461887285','1'
'6791','1532','3 generation','1987','1991','1439907824','1461887293','1'
'6792','1532','2 generation','1964','1970','1439907824','1461887293','1'
'6794','1557','1 generation','1996','2005','1439907882','1568054908','1'
'6795','1615','5 generation','2000','2003','1439907996','1568054940','1'
'6796','1615','I - IV','1971','1995','1439907996','1461879498','1'
'6797','1618','7 generation [restyling]','2008','2012','1439908001','1568054941','1'
'6798','1618','2 generation','1929','1936','1439908001','1461879502','1'
'6799','1798','2 generation [restyling]','2015','2018','1439908360','1461887824','1'
'6800','2112','Y51','2013','2015','1439908951','1568055135','1'
'6801','2112','Y51 [restyling]','2014','2018','1439908951','1568055135','1'
'6802','19288','A','1967','1970','1439909620','1461888921','1'
'6803','19285','Second Series','1965','1968','1439909623','1461888923','1'
'6804','19285','First Series','1961','1965','1439909623','1461888923','1'
'6805','19282','HB','1981','1989','1439909627','1461888963','1'
'6806','19283','R121','1955','1963','1439909629','1461881838','1'
'6807','19281','1 generation','2015','2021','1439909630','1461888964','1'
'6808','19278','3 generation','1972','1976','1439909633','1461888965','1'
'6809','19275','3 generation','1965','1968','1439909650','1461888968','1'
'6810','19272','1 generation','1934','1957','1439909653','1461881842','1'
'6811','19269','5 generation','1978','1978','1439909657','1639988223','1'
'6812','19269','4 generation','1973','1973','1439909657','1639988225','1'
'6813','19269','3 generation','1968','1968','1439909657','1639988229','1'
'6814','19269','2 generation','1964','1964','1439909657','1639988231','1'
'6815','19269','1 generation [restyling]','1960',NULL,'1439909657','1568055244','1'
'6817','19268','1 generation','1940','1941','1439909660','1461881844','1'
'6818','19266','2 generation','1949','1958','1439909662','1461888974','1'
'6819','19266','1 generation','1936','1949','1439909662','1461888974','1'
'6820','19263','1 generation','1936','1946','1439909667','1461888976','1'
'6821','19264','1 generation','1949','1953','1439909668','1461888977','1'
'6822','19262','1 generation','1937','1950','1439909670','1461888977','1'
'6823','19260','I (E120)','1965','1970','1439909671','1461881845','1'
'6824','19261','1 generation','1934','1937','1439909673','1461888978','1'
'6826','19258','1 generation','1938','1940','1439909676','1540420413','1'
'6828','19257','1 generation','1961','1968','1439909736','1461881886','1'
'6829','19290','7 generation','1975','1978','1439909798','1461889147','1'
'6830','19291','1 generation','1968','1970','1439909799','1461881902','1'
'6831','19292','3 generation','1967','1973','1439909804','1461889148','1'
'6832','19293','IV (C)','1963','1965','1439909805','1461889149','1'
'6833','19293','III (B)','1959','1963','1439909806','1461889149','1'
'6834','19293','II (A)','1955','1959','1439909806','1461889149','1'
'6835','19293','1 generation','1948','1955','1439909806','1461889149','1'
'6836','19294','3 generation','1963','1966','1439909808','1461881903','1'
'6837','19294','2 generation','1959','1962','1439909808','1461881903','1'
'6838','19294','1 generation','1955','1958','1439909808','1461881903','1'
'6839','19299','Type 34','1961','1969','1439909823','1568055245','1'
'6840','19299','Type 14 [restyling]','1959','1974','1439909823','1568055245','1'
'6841','19300','T2','1967','1979','1439909825','1461881944','1'
'6842','19300','T1','1950','1967','1439909825','1461881944','1'
'6845','19307','1 generation','1952','1959','1439909836','1461889157','1'
'6846','19308','1 generation','1955','1960','1439909837','1461889158','1'
'6848','845','DM [restyling]','2015','2020','1443123866','1629664454','1'
'6849','939','2 generation [restyling]','2015','2018','1443124051','1568054710','1'
'6850','953','1 generation [2th restyling]','2015','2018','1443124083','1568054714','1'
'6851','953','1 generation [restyling]','2014','2015','1443124083','1568054714','1'
'6852','963','4 generation','2016','2020','1443124101','1629664758','1'
'6853','978','1 generation','2014','2021','1443124129','1616323603','1'
'6854','1004','III (Type 846) [restyling]','2015','2021','1443124177','1461886216','1'
'6855','1024','XE20 [restyling]','2010','2013','1443124222','1568054728','1'
'6856','1290','5 generation','2015','2020','1443124928','1639990942','1'
'6857','1389','1 generation','1994','1999','1443125121','1568054856','1'
'6858','1396','D23','2015','2021','1443125136','1461887005','1'
'6859','1412','3 generation','1968','1972','1443125228','1461887051','1'
'6861','1738','2 generation','2015','2021','1443125869','1616327008','1'
'6863','1849','J200 [2th restyling]','2015','2020','1443126146','1639993172','1'
'6864','1927','2 generation','2016','2020','1443126274','1629668084','1'
'6865','1963','1 generation','1998','2000','1443126337','1568055063','1'
'6866','2122','N13','1986','1990','1443126656','1568055138','1'
'6868','2145','1 generation [restyling]','2009','2012','1443126706','1568055149','1'
'6869','2177','4 generation [restyling]','2015','2020','1443126762','1629667674','1'
'6871','2235','T6','2015','2020','1443127120','1639993498','1'
'6874','19340','1 generation','2015','2020','1443127450','1629662589','1'
'6875','19086','DS 4 I','2015',NULL,'1443127454','1461507843','1'
'6876','19234','1 generation','2012','2020','1443127504','1639992287','1'
'6877','839','J2 [restyling]','1998','2000','1443297603','1568054675','1'
'6880','319','2 generation','2011','2014','1445026299','1568054496','1'
'6882','983','2 generation','2006','2010','1445030104','1568054721','1'
'6884','1009','L538 [restyling]','2015','2020','1445030210','1639990118','1'
'6885','1132','GH','2007','2010','1445030954','1576961708','1'
'6888','1358','L31 [restyling]','2005','2006','1445032245','1576962745','1'
'6889','1447','C [restyling]','2005','2008','1445032770','1568054883','1'
'6890','1447','C','2003','2005','1445032770','1568054883','1'
'6891','1484','1 generation [restyling]','1989','1993','1445032954','1568054893','1'
'6893','1497','1 generation [restyling]','2004','2008','1445033024','1568054895','1'
'6894','1497','1 generation','2000','2004','1445033024','1568054895','1'
'6895','1717','4 generation [restyling]','2014','2020','1445034196','1639992617','1'
'6896','2170','4 generation','2015','2021','1445036637','1616327782','1'
'6897','19086','1 generation [restyling]','2015','2018','1445037686','1568055242','1'
'6898','19391','F87','2015','2017','1445038145','1568055246','1'
'6899','19399','1 generation','1949','2000','1445038177','1461881950','1'
'6900','11','3 generation [restyling]','2015',NULL,'1445473680','1461884291','1'
'6901','288','4 generation [restyling]','1966',NULL,'1445475604','1568054484','1'
'6902','333','7 generation','1965','1968','1445476218','1461877207','1'
'6904','1038','4 generation','1961','1969','1445480967','1461886282','1'
'6905','1416','7 generation','1971','1976','1445483247','1461879484','1'
'6906','1515','4 generation','1965','1970','1445483891','1461887242','1'
'6907','952','All New','2011','2020','1445541000','1639989992','1'
