'id_car_generation','id_car_model','name','year_begin','year_end','date_create','date_update','id_car_type'
'123948','15','1 generation [restyling]','2017','2019','1575323822','1575323822','1'
'123949','2265','1 generation [restyling]','2017','2019','1575324062','1575324062','1'
'123950','22573','1 generation','1934','1940','1575324242','1575324242','1'
'123951','22929','1 generation','1934','1941','1575324302','1575324302','1'
'123952','23','1 generation [restyling]','2004','2010','1575324543','1575324543','1'
'123954','22930','1 generation','1979','1988','1575325142','1575325142','1'
'123956','40','940 [restyling]','2016','2019','1575325983','1575325983','1'
'123961','47','939E','2006','2010','1575326102','1575326102','1'
'123964','2299','G20','2019','2021','1575326702','1575326702','1'
'123965','2299','F30 [restyling]','2017','2019','1575326702','1575326702','1'
'123966','2299','F30','2013','2017','1575326702','1575326702','1'
'123967','2300','F32, F33 [restyling]','2017','2021','1575326761','1575326761','1'
'123969','2301','G30','2017','2019','1575326822','1575326822','1'
'123970','2301','F10 [restyling]','2013','2017','1575326822','1575326822','1'
'123972','2301','E60 [restyling]','2007','2010','1575326822','1575326822','1'
'123973','2302','F12 [restyling]','2015','2017','1575326881','1575326881','1'
'123974','2302','F12','2011','2015','1575326881','1575326881','1'
'123976','2309','F30 [restyling]','2017','2019','1575327361','1575327361','1'
'123979','22931','F32, F33 [restyling]','2017','2021','1575327422','1575327422','1'
'123980','22931','F32, F33','2014','2017','1575327422','1575327422','1'
'123981','2310','G30','2017','2021','1575327482','1575327482','1'
'123984','22932','Z4','2003','2005','1575327542','1575327542','1'
'123985','22932','Z8','2002','2003','1575327542','1575327542','1'
'123986','22932','Z1','1990','1991','1575327542','1575327542','1'
'123987','2312','G01','2018','2021','1575327601','1575327601','1'
'123988','23294','G02','2018','2021','1575327662','1575327662','1'
'123989','22933','1 generation','1979','1987','1575328022','1575328022','1'
'123990','22934','1 generation','1974','1975','1575328082','1575328082','1'
'123991','22935','1 generation','2019','2021','1575328142','1575328142','1'
'123992','22483','1 generation','1987','1999','1575328502','1575328502','1'
'123993','22936','1 generation','2003','2004','1575328682','1575328682','1'
'123994','62','1 generation [restyling]','1999','2003','1575328862','1575328862','1'
'123996','23280','1 generation','2019','2021','1575329042','1575329042','1'
'123997','72','4 generation','2017','2021','1575329462','1575329462','1'
'123998','22937','1 generation','1980','1990','1575330002','1575330002','1'
'123999','22938','Mark 4 generation','1966','1971','1575330302','1575330302','1'
'124000','22938','Mark 3 generation','1964','1966','1575330302','1575330302','1'
'124001','22938','Mark 2 generation','1961','1964','1575330302','1575330302','1'
'124002','22938','Mark 1 generation','1958','1961','1575330302','1575330302','1'
'124007','22939','1 generation','1989','2005','1575330542','1575330542','1'
'124008','22940','1 generation','2003','2005','1575330722','1575330722','1'
'124009','22941','1 generation','2000','2017','1575330783','1575330783','1'
'124010','22942','1 generation','2016','2021','1575330902','1575330902','1'
'124011','22943','1 generation','1989','1992','1575331023','1575331023','1'
'124012','22944','1 generation','2018','2019','1575331082','1575331082','1'
'124013','128','1 generation [restyling]','2002','2009','1575331144','1575331144','1'
'124014','135','2 generation','2019','2021','1575331623','1575331623','1'
'124015','22945','3 generation','1962','1965','1575331863','1575331863','1'
'124016','22945','2 generation','1959','1962','1575331863','1575331863','1'
'124017','22945','1 generation','1955','1959','1575331863','1575331863','1'
'124018','22946','1 generation','2015','2016','1575332102','1575332102','1'
'124019','22947','1 generation','1973','1979','1575332162','1575332162','1'
'124020','22948','1 generation','1934','1939','1575332342','1575332342','1'
'124021','22949','1 generation','2009','2011','1575332521','1575332521','1'
'124022','22950','1 generation','2008','2013','1575332642','1575332642','1'
'124023','22951','1 generation [restyling]','2009','2012','1575332822','1575332822','1'
'124024','22951','1 generation','2004','2009','1575332822','1575332822','1'
'124025','22952','1 generation [restyling]','2010','2012','1575332882','1575332882','1'
'124026','22952','1 generation','2006','2010','1575332882','1575332882','1'
'124027','22953','1 generation','2007','2011','1575332942','1575332942','1'
'124031','22954','1 generation','2003','2011','1575333183','1575333183','1'
'124032','22955','1 generation','2003','2015','1575333601','1575333601','1'
'124033','22956','1 generation','1932','1935','1575333662','1575333662','1'
'124034','185','4 generation','1978','1982','1575333722','1575333722','1'
'124035','187','2 generation','2018','2021','1575333842','1575333842','1'
'124036','2252','[restyling]','2017','2019','1575333962','1575333962','1'
'124037','188','3 generation','2015','2021','1575334142','1575334142','1'
'124038','189','3 generation','2017','2019','1575334202','1575334202','1'
'124039','22957','1 generation','1970','1972','1575334262','1575334262','1'
'124040','190','1 generation (China)','2007','2009','1575334323','1575334323','1'
'124042','22958','8 generation','2000','2005','1575334382','1575334382','1'
'124043','22958','7 generation','1992','1999','1575334382','1575334382','1'
'124044','22958','6 generation','1986','1991','1575334382','1575334382','1'
'124045','22958','5 generation','1977','1985','1575334382','1575334382','1'
'124046','22958','2 generation','1961','1964','1575334382','1575334382','1'
'124047','22958','1 generation','1959','1960','1575334382','1575334382','1'
'124048','196','2 generation','1978','1987','1575334802','1575334802','1'
'124049','196','1 generation','1973','1977','1575334802','1575334802','1'
'124050','198','7 generation','1985','1993','1575334922','1575334922','1'
'124051','19063','2 generation','2017','2019','1575335343','1575335343','1'
'124052','22959','2 generation','1965','1970','1575335402','1575335402','1'
'124053','22959','1 generation','1963','1964','1575335402','1575335402','1'
'124054','22960','1 generation','2009','2010','1575335762','1575335762','1'
'124055','23281','1 generation','2019','2021','1575336602','1575336602','1'
'124056','23282','1 generation','2019','2021','1575336663','1575336663','1'
'124057','23283','1 generation','2019','2021','1575336783','1575336783','1'
'124058','19392','1 generation [restyling]','2018','2021','1575336842','1575336842','1'
'124059','22961','8 generation','1999','2005','1575337142','1575337142','1'
'124060','22961','7 generation','1994','1999','1575337142','1575337142','1'
'124061','22961','6 generation','1985','1993','1575337142','1575337142','1'
'124062','22961','5 generation','1977','1984','1575337142','1575337142','1'
'124063','22961','4 generation','1971','1976','1575337142','1575337142','1'
'124064','22961','3 generation','1965','1970','1575337142','1575337142','1'
'124065','22961','2 generation','1961','1964','1575337142','1575337142','1'
'124066','22961','1 generation','1958','1960','1575337142','1575337142','1'
'124067','223','7 generation','1971','1978','1575337262','1575337262','1'
'124069','19268','4 generation','1954','1956','1575337682','1575337682','1'
'124070','22962','1 generation','1982','1995','1575338282','1575338282','1'
'124071','22963','1 generation','2006','2011','1575338522','1575338522','1'
'124072','22964','1 generation','2014','2018','1575338582','1575338582','1'
'124073','238','2 generation','2010','2019','1575338642','1575338642','1'
'124074','22965','1 generation','2018','2021','1575338824','1575338824','1'
'124075','22966','1 generation','2011','2016','1575338943','1575338943','1'
'124076','22967','1 generation','2007','2009','1575339242','1575339242','1'
'124078','22968','1 generation','2014','2019','1575339423','1575339423','1'
'124079','22969','1 generation','2006','2008','1575339542','1575339542','1'
'124080','248','A13','2011','2014','1575339603','1575339603','1'
'124081','22971','A19','2014','2017','1575339662','1575339662','1'
'124089','22979','1 generation','2009','2011','1575340202','1575340202','1'
'124090','22980','1 generation','2003','2013','1575340263','1575340263','1'
'124091','256','FL [restyling]','2011','2016','1575340322','1575340322','1'
'124093','22592','1 generation [restyling]','2018','2021','1575340503','1575340503','1'
'124094','2254','1 generation [restyling]','2016','2019','1575340562','1575340562','1'
'124096','19819','1 generation','1999','2006','1575340742','1575340742','1'
'124097','22984','S','1957','1957','1575341042','1575341042','1'
'124098','22984','1 generation','1955','1955','1575341042','1575341042','1'
'124099','319','2 generation [restyling]','2015','2021','1575341102','1575341102','1'
'124100','327','7 generation','1990','1993','1575341762','1575341762','1'
'124101','327','6 generation','1949','1954','1575341762','1575341762','1'
'124102','327','5 generation','1940','1948','1575341762','1575341762','1'
'124103','327','4 generation','1937','1939','1575341762','1575341762','1'
'124104','327','3 generation','1934','1936','1575341762','1575341762','1'
'124105','327','2 generation','1931','1933','1575341762','1575341762','1'
'124106','329','3 generation [restyling]','1992','1995','1575342062','1575342062','1'
'124107','333','14 generation','1994','1996','1575342182','1575342182','1'
'124108','333','13 generation','1988','1993','1575342182','1575342182','1'
'124109','333','12 generation','1983','1988','1575342182','1575342182','1'
'124112','22985','5 generation [restyling]','2010','2016','1575342602','1575342602','1'
'124113','22985','5 generation','2007','2010','1575342602','1575342602','1'
'124114','22985','4 generation [restyling]','2004','2007','1575342602','1575342602','1'
'124115','22985','4 generation','2000','2005','1575342602','1575342602','1'
'124116','22985','3 generation','1995','2000','1575342602','1575342602','1'
'124117','22985','2 generation','1990','1995','1575342602','1575342602','1'
'124118','329','1 generation','1977','1981','1575342784','1575342784','1'
'124119','19883','6 generation','1973','1978','1575342843','1575342843','1'
'124120','19883','5 generation','1968','1973','1575342843','1575342843','1'
'124121','22986','1 generation','1989','1991','1575342903','1575342903','1'
'124122','22987','1 generation','2000','2019','1575343141','1575343141','1'
'124123','22988','1 generation','1929','1932','1575343202','1575343202','1'
'124124','22989','1 generation','1990','1996','1575343382','1575343382','1'
'124125','19914','1 generation','1975','2006','1575343802','1575343802','1'
'124126','22990','1 generation','2000','2003','1575343982','1575343982','1'
'124127','420','5 generation','2017','2021','1575344227','1575344227','1'
'124128','420','4 generation [restyling]','2014','2017','1575344227','1575344227','1'
'124129','420','4 generation','2012','2014','1575344227','1575344227','1'
'124130','420','3 generation [restyling]','2009','2010','1575344227','1575344227','1'
'124131','420','2 generation [restyling]','2004','2005','1575344227','1575344227','1'
'124132','422','2 generation [2th restyling]','2017','2019','1575344343','1575344343','1'
'124133','422','2 generation [restyling]','2007','2017','1575344343','1575344343','1'
'124134','22991','1 generation','1951','1952','1575344462','1575344462','1'
'124135','424','3 generation','2016','2021','1575344522','1616321794','1'
'124136','424','2 generation [restyling]','2014','2016','1575344522','1575344522','1'
'124137','19930','1 generation','2008','2012','1575344582','1575344582','1'
'124140','22992','3 generation','1996','2001','1575344942','1575344942','1'
'124141','22992','2 generation','1986','1996','1575344942','1575344942','1'
'124142','19937','10 generation','2004','2021','1575345182','1575345182','1'
'124143','19937','9 generation','1999','2004','1575345182','1575345182','1'
'124144','19937','8 generation','1990','1998','1575345182','1575345182','1'
'124149','22993','2 generation','2017','2021','1575345542','1575345542','1'
'124150','22993','1 generation [restyling]','2013','2017','1575345542','1575345542','1'
'124151','22993','1 generation','2011','2013','1575345542','1575345542','1'
'124152','440','6 generation [restyling]','2014','2019','1575345604','1575345604','1'
'124153','440','5 generation','2010','2014','1575345604','1575345604','1'
'124154','440','3 generation','2002','2006','1575345604','1575345604','1'
'124156','19699','2 generation','1993','2002','1575345782','1575345782','1'
'124160','449','4 generation','2019','2021','1575345963','1575345963','1'
'124161','449','3 generation [restyling]','2015','2019','1575345963','1575345963','1'
'124162','449','3 generation','2013','2015','1575345963','1575345963','1'
'124163','422','1 generation','1999','2005','1575346141','1575346141','1'
'124164','22994','2 generation','1970','1976','1575346263','1575346263','1'
'124165','22994','1 generation','1966','1970','1575346263','1575346263','1'
'124166','22995','2 generation','1996','2002','1575346382','1575346382','1'
'124167','22996','1 generation','2016','2021','1575346444','1575346444','1'
'124168','22997','1 generation [restyling]','2011','2017','1575346502','1575346502','1'
'124169','22997','1 generation','2008','2011','1575346502','1575346502','1'
'124170','442','2 generation','1998','2002','1575346684','1575346684','1'
'124171','22998','1 generation [restyling]','2011','2014','1575346862','1575346862','1'
'124172','22998','1 generation','2009','2011','1575346862','1575346862','1'
